Serving Size,nutritions
100 грама съдържат:,"['589', '24.06', '21.57', '49.94'] -> 4 елемента"
100 грама съдържат:,"['223', '12.23', '3.81', '17.29'] -> 4 елемента"
100 грама съдържат:,"['174', '24.22', '0', '7.80'] -> 4 елемента"
100 грама съдържат:,"['96', '3.41', '20.98', '1.50'] -> 4 елемента"
100 грама съдържат:,"['333', '3.55', '39.68', '18.71'] -> 4 елемента"
100 грама съдържат:,"['34', '2.82', '6.64', '0.37'] -> 4 елемента"
100 грама съдържат:,"['223', '15.51', '2.74', '16.19'] -> 4 елемента"
100 грама съдържат:,"['62', '4.80', '10.10', '0.50'] -> 4 елемента"
100 грама съдържат:,"['40', '3.21', '11.44', '0.86'] -> 4 елемента"
100 грама съдържат:,"['120', '19.16', '0', '4.22'] -> 4 елемента"
100 грама съдържат:,"['464', '18.60', '53.80', '19.40'] -> 4 елемента"
100 грама съдържат:,"['305', '11.53', '1.72', '27.64'] -> 4 елемента"
100 грама съдържат:,"['72', '5.60', '11.70', '0.60'] -> 4 елемента"
100 грама съдържат:,"['553', '18.22', '30.19', '43.85'] -> 4 елемента"
100 грама съдържат:,"['241', '23.87', '0', '15.37'] -> 4 елемента"
100 грама съдържат:,"['119', '14', '3.70', '5.30'] -> 4 елемента"
100 грама съдържат:,"['208', '2.40', '23.50', '11.60'] -> 4 елемента"
100 грама съдържат:,"['134', '20.29', '0', '5.25'] -> 4 елемента"
100 грама съдържат:,"['246', '17.30', '66.22', '7.03'] -> 4 елемента"
100 грама съдържат:,"['254', '26.84', '2.50', '14.43'] -> 4 елемента"
100 грама съдържат:,"['43', '0.47', '10.82', '0.26'] -> 4 елемента"
100 грама съдържат:,"['184', '24.03', '0', '8.99'] -> 4 елемента"
100 грама съдържат:,"['555', '7.80', '48.50', '36.50'] -> 4 елемента"
100 грама съдържат:,"['184', '27.36', '0', '7.50'] -> 4 елемента"
100 грама съдържат:,"['276', '16.10', '0.40', '23.30'] -> 4 елемента"
100 грама съдържат:,"['599', '28.03', '15.26', '52.50'] -> 4 елемента"
100 грама съдържат:,"['659', '14.32', '11.74', '67.10'] -> 4 елемента"
100 грама съдържат:,"['112', '3.79', '23.22', '0.16'] -> 4 елемента"
100 грама съдържат:,"['44', '1.68', '9.96', '0.18'] -> 4 елемента"
100 грама съдържат:,"['452', '5', '72', '16'] -> 4 елемента"
100 грама съдържат:,"['135', '2.94', '4.26', '12'] -> 4 елемента"
100 грама съдържат:,"['43', '0.50', '10.10', '0.20'] -> 4 елемента"
100 грама съдържат:,"['271', '24.10', '0', '18.60'] -> 4 елемента"
100 грама съдържат:,"['225', '7', '2', '21'] -> 4 елемента"
100 грама съдържат:,"['257', '3.20', '12.49', '22.22'] -> 4 елемента"
100 грама съдържат:,"['141', '30.70', 'Няма', 'данни', '2'] -> 5 елемента"
100 грама съдържат:,"['398', '6.67', '83.73', '4'] -> 4 елемента"
100 грама съдържат:,"['117', '18.28', '0', '4.32'] -> 4 елемента"
100 грама съдържат:,"['23', '1.84', '4.11', '0.45'] -> 4 елемента"
100 грама съдържат:,"['567', '25.80', '16.13', '49.24'] -> 4 елемента"
100 грама съдържат:,"['43', '1.61', '9.56', '0.17'] -> 4 елемента"
100 грама съдържат:,"['598', '20.96', '21.01', '52.54'] -> 4 елемента"
100 грама съдържат:,"['509', '5.20', '51.90', '31.30'] -> 4 елемента"
100 грама съдържат:,"['118', '8.34', '21.10', '0.39'] -> 4 елемента"
100 грама съдържат:,"['53', '0.81', '13.34', '0.31'] -> 4 елемента"
100 грама съдържат:,"['335', '10.30', '69', '2'] -> 4 елемента"
100 грама съдържат:,"['142', '19.84', '0', '6.34'] -> 4 елемента"
100 грама съдържат:,"['541', '7.40', '53.70', '32.70'] -> 4 елемента"
100 грама съдържат:,"['292', '2.17', '2.96', '30.91'] -> 4 елемента"
100 грама съдържат:,"['352', '23.82', '63.74', '1.16'] -> 4 елемента"
100 грама съдържат:,"['167', '2.16', '25.59', '6.24'] -> 4 елемента"
100 грама съдържат:,"['Няма', 'данни', 'Няма', 'данни', 'Няма', 'данни', 'Няма', 'данни'] -> 8 елемента"
100 грама съдържат:,"['230', '6', '2', '22'] -> 4 елемента"
100 грама съдържат:,"['483', '4.50', '72.10', '20'] -> 4 елемента"
100 грама съдържат:,"['197', '27.69', '0', '9.53'] -> 4 елемента"
100 грама съдържат:,"['35', '0.76', '8.22', '0.18'] -> 4 елемента"
100 грама съдържат:,"['579', '21.15', '21.55', '49.93'] -> 4 елемента"
100 грама съдържат:,"['137', '28', '0', '2.79'] -> 4 елемента"
100 грама съдържат:,"['43', '2.20', '6.60', '0.90'] -> 4 елемента"
100 грама съдържат:,"['176', '28.74', '0', '6.81'] -> 4 елемента"
100 грама съдържат:,"['190', '3.10', '33.60', '4.80'] -> 4 елемента"
100 грама съдържат:,"['575', '5.30', '52', '38.50'] -> 4 елемента"
100 грама съдържат:,"['219', '2.65', '28.51', '11.59'] -> 4 елемента"
100 грама съдържат:,"['535', '4', '56.70', '32.50'] -> 4 елемента"
100 грама съдържат:,"['35', '1.89', '7.88', '0.28'] -> 4 елемента"
100 грама съдържат:,"['31', '1.83', '6.97', '0.22'] -> 4 елемента"
100 грама съдържат:,"['165', '26.02', '3.76', '4.40'] -> 4 елемента"
100 грама съдържат:,"['198', '3.60', '30.40', '6.90'] -> 4 елемента"
100 грама съдържат:,"['365', '9.42', '74.26', '4.74'] -> 4 елемента"
100 грама съдържат:,"['108', '15', '3', '4'] -> 4 елемента"
100 грама съдържат:,"['93', '2.12', '12.77', '4.30'] -> 4 елемента"
100 грама съдържат:,"['898', 'Няма', 'данни', 'Няма', 'данни', '99.80'] -> 6 елемента"
100 грама съдържат:,"['47', '0.68', '11.01', '0.15'] -> 4 елемента"
100 грама съдържат:,"['83', '3.08', '18.58', '0.24'] -> 4 елемента"
100 грама съдържат:,"['358', '7.77', '73.93', '4.59'] -> 4 елемента"
100 грама съдържат:,"['238', '14.24', '2.06', '18.80'] -> 4 елемента"
100 грама съдържат:,"['63', '1.30', '15.50', '0.30'] -> 4 елемента"
100 грама съдържат:,"['201', '2.20', '3', '20'] -> 4 елемента"
100 грама съдържат:,"['582', '19.33', '24.07', '49.80'] -> 4 елемента"
100 грама съдържат:,"['45', '0.70', '10.40', '0.20'] -> 4 елемента"
100 грама съдържат:,"['857', '1.76', '0', '94.16'] -> 4 елемента"
100 грама съдържат:,"['584', '20.78', '20', '51.46'] -> 4 елемента"
100 грама съдържат:,"['5', '0.25', '0.70', '0.08'] -> 4 елемента"
100 грама съдържат:,"['151', '25.40', '0', '4.70'] -> 4 елемента"
100 грама съдържат:,"['34', '0', '8.80', '0'] -> 4 елемента"
100 грама съдържат:,"['98', '14.50', '1', '4'] -> 4 елемента"
100 грама съдържат:,"['413', '8.50', '72.90', '13.30'] -> 4 елемента"
100 грама съдържат:,"['116', '2.13', '16.13', '4.80'] -> 4 елемента"
100 грама съдържат:,"['93', '15.50', '1', '3'] -> 4 елемента"
100 грама съдържат:,"['209', '25.31', '0', '11.19'] -> 4 елемента"
100 грама съдържат:,"['148', '23.60', '0.40', '5.05'] -> 4 елемента"
100 грама съдържат:,"['235', '16', '2.20', '18'] -> 4 елемента"
100 грама съдържат:,"['47', '0.94', '11.75', '0.12'] -> 4 елемента"
100 грама съдържат:,"['235', '7.80', '48.70', '1'] -> 4 елемента"
100 грама съдържат:,"['343', '13.25', '71.50', '3.40'] -> 4 елемента"
100 грама съдържат:,"['15', '2.10', '0.50', '0.50'] -> 4 елемента"
100 грама съдържат:,"['116', '9.02', '20.13', '0.38'] -> 4 елемента"
100 грама съдържат:,"['567', '16.96', '26.04', '48'] -> 4 елемента"
100 грама съдържат:,"['97', '1.77', '10.87', '5.13'] -> 4 елемента"
100 грама съдържат:,"['174', '11.26', '3.04', '12.98'] -> 4 елемента"
100 грама съдържат:,"['117', '24.86', '0', '1.18'] -> 4 елемента"
100 грама съдържат:,"['145', '1.03', '3.84', '15.32'] -> 4 елемента"
100 грама съдържат:,"['239', '28.19', '0', '13.16'] -> 4 елемента"
100 грама съдържат:,"['288', '29.99', '5.68', '15.32'] -> 4 елемента"
100 грама съдържат:,"['392', '35.75', '3.22', '25.83'] -> 4 елемента"
100 грама съдържат:,"['573', '17.73', '23.45', '49.67'] -> 4 елемента"
100 грама съдържат:,"['350', '8.30', '75.70', '1'] -> 4 елемента"
100 грама съдържат:,"['35', '2.38', '7.18', '0.41'] -> 4 елемента"
100 грама съдържат:,"['542', '8.60', '53', '32.90'] -> 4 елемента"
100 грама съдържат:,"['96', '18.51', '0', '1.87'] -> 4 елемента"
100 грама съдържат:,"['352', '24.63', '63.35', '1.06'] -> 4 елемента"
100 грама съдържат:,"['297', '26.06', '0', '20.61'] -> 4 елемента"
100 грама съдържат:,"['472', '11.50', '59.30', '21'] -> 4 елемента"
100 грама съдържат:,"['41', '0', '10.58', '0'] -> 4 елемента"
100 грама съдържат:,"['132', '5.06', '11.27', '7.59'] -> 4 елемента"
100 грама съдържат:,"['44', '1.06', '10.55', '0.32'] -> 4 елемента"
100 грама съдържат:,"['583', '8.40', '47.60', '39.90'] -> 4 елемента"
100 грама съдържат:,"['420', '28.42', '13.91', '27.84'] -> 4 елемента"
100 грама съдържат:,"['150', '24.81', '0', '4.86'] -> 4 елемента"
100 грама съдържат:,"['386', '27', '2', '30'] -> 4 елемента"
100 грама съдържат:,"['683', '13.90', '12.50', '61.80'] -> 4 елемента"
100 грама съдържат:,"['474', '3.60', '77.10', '16.80'] -> 4 елемента"
100 грама съдържат:,"['178', '29.10', '0', '5.96'] -> 4 елемента"
100 грама съдържат:,"['301', '24.58', '6.36', '19.72'] -> 4 елемента"
100 грама съдържат:,"['253', '9.50', '2', '23'] -> 4 елемента"
100 грама съдържат:,"['113', '1.96', '16.94', '4.20'] -> 4 елемента"
100 грама съдържат:,"['88', '2.87', '10.78', '3.68'] -> 4 елемента"
100 грама съдържат:,"['272', '5.90', '25.65', '16.23'] -> 4 елемента"
100 грама съдържат:,"['384', '12', '75', '4'] -> 4 елемента"
100 грама съдържат:,"['225', '3.90', '29.30', '10.20'] -> 4 елемента"
100 грама съдържат:,"['397', '29.06', '0', '30.30'] -> 4 елемента"
100 грама съдържат:,"['366', '6.40', '30', '24.50'] -> 4 елемента"
100 грама съдържат:,"['265', '3', '35.11', '12.52'] -> 4 елемента"
100 грама съдържат:,"['438', '6.50', '41', '27.50'] -> 4 елемента"
100 грама съдържат:,"['209', '18.47', '0', '14.42'] -> 4 елемента"
100 грама съдържат:,"['137', '3.30', '6.20', '11'] -> 4 елемента"
100 грама съдържат:,"['242', '26.20', '0', '14.42'] -> 4 елемента"
100 грама съдържат:,"['298', '12.30', '1.30', '27.10'] -> 4 елемента"
100 грама съдържат:,"['344', '5.70', '38.80', '18.40'] -> 4 елемента"
100 грама съдържат:,"['311', '12.90', '1.80', '28'] -> 4 елемента"
100 грама съдържат:,"['223', '28.57', '0', '11.15'] -> 4 елемента"
100 грама съдържат:,"['82', '0.07', '5.23', '0'] -> 4 елемента"
100 грама съдържат:,"['36', '0.54', '9.09', '0.14'] -> 4 елемента"
100 грама съдържат:,"['436', '6', '41', '27.50'] -> 4 елемента"
100 грама съдържат:,"['28', '1.11', '6.58', '0.10'] -> 4 елемента"
100 грама съдържат:,"['486', '16.54', '42.12', '30.74'] -> 4 елемента"
100 грама съдържат:,"['86', '1.71', '20.01', '0.10'] -> 4 елемента"
100 грама съдържат:,"['510', '6.50', '49', '32'] -> 4 елемента"
100 грама съдържат:,"['430', '5.20', '50.80', '22.90'] -> 4 елемента"
100 грама съдържат:,"['727', '1.30', '2.60', '79'] -> 4 елемента"
100 грама съдържат:,"['78', '2.86', '17.21', '0.10'] -> 4 елемента"
100 грама съдържат:,"['198', '31.09', '0', '7.25'] -> 4 елемента"
100 грама съдържат:,"['81', '0.07', '1.94', '0'] -> 4 елемента"
100 грама съдържат:,"['438', '8', '43', '26'] -> 4 елемента"
100 грама съдържат:,"['34', '0.84', '8.16', '0.19'] -> 4 елемента"
100 грама съдържат:,"['125', '20.08', '0', '4.31'] -> 4 елемента"
100 грама съдържат:,"['271', '25.51', '0', '18.01'] -> 4 елемента"
100 грама съдържат:,"['159', '28.88', '0', '3.99'] -> 4 елемента"
100 грама съдържат:,"['164', '8.86', '27.42', '2.59'] -> 4 елемента"
100 грама съдържат:,"['156', '23.19', '0', '6.30'] -> 4 елемента"
100 грама съдържат:,"['491', '5', '48', '31'] -> 4 елемента"
100 грама съдържат:,"['36', '0', '9.09', '0'] -> 4 елемента"
100 грама съдържат:,"['243', '17.54', '0', '18.66'] -> 4 елемента"
100 грама съдържат:,"['450', '6.20', '68.70', '18.10'] -> 4 елемента"
100 грама съдържат:,"['262', '23.85', '0', '17.81'] -> 4 елемента"
100 грама съдържат:,"['60', '0.82', '14.98', '0.38'] -> 4 елемента"
100 грама съдържат:,"['356', '24.94', '2.22', '27.44'] -> 4 елемента"
100 грама съдържат:,"['173', '30.91', '0', '4.51'] -> 4 елемента"
100 грама съдържат:,"['257', '14.08', '22.82', '12.14'] -> 4 елемента"
100 грама съдържат:,"['192', '32.82', '0.42', '5.54'] -> 4 елемента"
100 грама съдържат:,"['93', '1.96', '21.55', '0.10'] -> 4 елемента"
100 грама съдържат:,"['205', '18.60', '0', '13.89'] -> 4 елемента"
100 грама съдържат:,"['155', '5.50', '20.70', '5.54'] -> 4 елемента"
100 грама съдържат:,"['81', '0.07', '2.05', '0'] -> 4 елемента"
100 грама съдържат:,"['259', '25.58', '0', '16.61'] -> 4 елемента"
100 грама съдържат:,"['114', '23.20', '0', '1.65'] -> 4 елемента"
100 грама съдържат:,"['72', '4', '10', '1.80'] -> 4 елемента"
100 грама съдържат:,"['188', '4.60', '26.60', '7'] -> 4 елемента"
100 грама съдържат:,"['91', '3.20', '15.60', '1.80'] -> 4 елемента"
100 грама съдържат:,"['264', '14.21', '4.09', '21.28'] -> 4 елемента"
100 грама съдържат:,"['275', '21.57', '0', '20.28'] -> 4 елемента"
100 грама съдържат:,"['159', '12', '15.20', '5.60'] -> 4 елемента"
100 грама съдържат:,"['206', '6.51', '22.90', '9.79'] -> 4 елемента"
100 грама съдържат:,"['285', '27.22', '4.08', '16.91'] -> 4 елемента"
100 грама съдържат:,"['262', '14.19', '9.64', '18'] -> 4 елемента"
100 грама съдържат:,"['448', '4.24', '66.19', '18.47'] -> 4 елемента"
100 грама съдържат:,"['253', '25.97', '0', '15.78'] -> 4 елемента"
100 грама съдържат:,"['126', '2.36', '28.73', '0.19'] -> 4 елемента"
100 грама съдържат:,"['217', '24.58', '0', '12.37'] -> 4 елемента"
100 грама съдържат:,"['342', '5.93', '4.07', '34.24'] -> 4 елемента"
100 грама съдържат:,"['139', '9.73', '25.09', '0.35'] -> 4 елемента"
100 грама съдържат:,"['32', '3.20', '4.50', '0.10'] -> 4 елемента"
100 грама съдържат:,"['94', '2.10', '21.08', '0.15'] -> 4 елемента"
100 грама съдържат:,"['82', '0.07', '3.12', '0'] -> 4 елемента"
100 грама съдържат:,"['203', '23.03', '0', '11.59'] -> 4 елемента"
100 грама съдържат:,"['168', '5.70', '22', '6.40'] -> 4 елемента"
100 грама съдържат:,"['154', '8.76', '15.73', '6.22'] -> 4 елемента"
100 грама съдържат:,"['48', '3.20', '4.30', '2'] -> 4 елемента"
100 грама съдържат:,"['333', '23.36', '60.27', '0.85'] -> 4 елемента"
100 грама съдържат:,"['97', '2.63', '21.44', '0.13'] -> 4 елемента"
100 грама съдържат:,"['66', '0.83', '16.53', '0.44'] -> 4 елемента"
100 грама съдържат:,"['243', '14.72', '0', '19.98'] -> 4 елемента"
100 грама съдържат:,"['533', '5', '44', '37.40'] -> 4 елемента"
100 грама съдържат:,"['0', '0', '0', '0'] -> 4 елемента"
100 грама съдържат:,"['35', '1.89', '7.88', '0.28'] -> 4 елемента"
100 грама съдържат:,"['70', '1.89', '15.90', '0.14'] -> 4 елемента"
100 грама съдържат:,"['20', '2.20', '3.88', '0.12'] -> 4 елемента"
100 грама съдържат:,"['93', '3.30', '14.70', '2.30'] -> 4 елемента"
100 грама съдържат:,"['72', '10.34', '6.66', '0.29'] -> 4 елемента"
100 грама съдържат:,"['25', '0.42', '8.42', '0.07'] -> 4 елемента"
100 грама съдържат:,"['201', '26.14', '0', '9.97'] -> 4 елемента"
100 грама съдържат:,"['235', '24.88', '0', '14.33'] -> 4 елемента"
100 грама съдържат:,"['222', '29.02', '0', '10.85'] -> 4 елемента"
100 грама съдържат:,"['157', '10.04', '20.08', '4.02'] -> 4 елемента"
100 грама съдържат:,"['315', '17', '1.10', '27'] -> 4 елемента"
100 грама съдържат:,"['26', '1.30', '5.30', 'Няма', 'данни'] -> 5 елемента"
100 грама съдържат:,"['30', '0.70', '10.54', '0.20'] -> 4 елемента"
100 грама съдържат:,"['79', '2.14', '18.07', '0.08'] -> 4 елемента"
100 грама съдържат:,"['246', '30.45', '1.82', '12.09'] -> 4 елемента"
100 грама съдържат:,"['111', '22.54', '0', '1.61'] -> 4 елемента"
100 грама съдържат:,"['82', '0.07', '2.27', '0'] -> 4 елемента"
100 грама съдържат:,"['98', '11.12', '3.38', '4.30'] -> 4 елемента"
100 грама съдържат:,"['77', '2.02', '17.47', '0.09'] -> 4 елемента"
100 грама съдържат:,"['394', '23.76', '2.57', '32.11'] -> 4 елемента"
100 грама съдържат:,"['464', '5.21', '71', '19.14'] -> 4 елемента"
100 грама съдържат:,"['555', '5.40', '46.40', '38.60'] -> 4 елемента"
100 грама съдържат:,"['199', '12.03', '16.15', '9.62'] -> 4 елемента"
100 грама съдържат:,"['186', '20.27', '0', '11.07'] -> 4 елемента"
100 грама съдържат:,"['22', '0.46', '6.50', '0.32'] -> 4 елемента"
100 грама съдържат:,"['115', '7', '6.10', '7'] -> 4 елемента"
100 грама съдържат:,"['80', '0.07', '3.31', '0'] -> 4 елемента"
100 грама съдържат:,"['571', '9.20', '49', '37'] -> 4 елемента"
100 грама съдържат:,"['23', '2.60', '3.70', '0.40'] -> 4 елемента"
100 грама съдържат:,"['167', '24.46', '0.87', '6.51'] -> 4 елемента"
100 грама съдържат:,"['292', '23.28', '0', '21.39'] -> 4 елемента"
100 грама съдържат:,"['406', '24.04', '1.33', '33.82'] -> 4 елемента"
100 грама съдържат:,"['140', '11.21', '19.40', '1.94'] -> 4 елемента"
100 грама съдържат:,"['238', '10.30', '36.10', '5.80'] -> 4 елемента"
100 грама съдържат:,"['198', '3', '24', '10'] -> 4 елемента"
100 грама съдържат:,"['236', '17.18', '0', '17.99'] -> 4 елемента"
100 грама съдържат:,"['185', '26.41', '0.10', '7.92'] -> 4 елемента"
100 грама съдържат:,"['22', '0.35', '6.90', '0.24'] -> 4 елемента"
100 грама съдържат:,"['295', '4', '36', '15'] -> 4 елемента"
100 грама съдържат:,"['21', '2.11', '4.11', '0.18'] -> 4 елемента"
100 грама съдържат:,"['119', '16.92', '0.73', '4.83'] -> 4 елемента"
100 грама съдържат:,"['83', '0.07', '2.06', '0'] -> 4 елемента"
100 грама съдържат:,"['61', '2', '13', '0.10'] -> 4 елемента"
100 грама съдържат:,"['88', '0.49', '17.03', '0'] -> 4 елемента"
100 грама съдържат:,"['294', '7.40', '47.70', '8.20'] -> 4 елемента"
100 грама съдържат:,"['334', '20.75', '0.45', '27.68'] -> 4 елемента"
100 грама съдържат:,"['29', '1.10', '9.32', '0.30'] -> 4 елемента"
100 грама съдържат:,"['153', '15.55', '0.71', '9.33'] -> 4 елемента"
100 грама съдържат:,"['245', '2.76', '64.44', '0.61'] -> 4 елемента"
100 грама съдържат:,"['300', '19.80', '0.46', '24.26'] -> 4 елемента"
100 грама съдържат:,"['301', '11.50', '59.60', '1.80'] -> 4 елемента"
100 грама съдържат:,"['315', '16', '0.70', '25'] -> 4 елемента"
100 грама съдържат:,"['275', '29.60', '5.50', '15'] -> 4 елемента"
100 грама съдържат:,"['85', '1.10', '6.70', '6'] -> 4 елемента"
100 грама съдържат:,"['80', '0.07', '2.46', '0'] -> 4 елемента"
100 грама съдържат:,"['127', '0.78', '4.22', '11.85'] -> 4 елемента"
100 грама съдържат:,"['154', '30.39', '0', '2.68'] -> 4 елемента"
100 грама съдържат:,"['19', '0.04', '0.27', '0'] -> 4 елемента"
100 грама съдържат:,"['85', '1.10', '6.70', '6'] -> 4 елемента"
100 грама съдържат:,"['82', '0.07', '2.60', '0'] -> 4 елемента"
100 грама съдържат:,"['158', '9.36', '17.60', '5.62'] -> 4 елемента"
100 грама съдържат:,"['171', '17.60', '2.60', '10'] -> 4 елемента"
100 грама съдържат:,"['61', '1.14', '14.66', '0.52'] -> 4 елемента"
100 грама съдържат:,"['94', '17.66', '0', '2.06'] -> 4 елемента"
100 грама съдържат:,"['353', '21.40', '2.34', '28.74'] -> 4 елемента"
100 грама съдържат:,"['336', '5.90', '55.20', '10.20'] -> 4 елемента"
100 грама съдържат:,"['116', '13.20', '7.30', '3.80'] -> 4 елемента"
100 грама съдържат:,"['248', '11', '24', '12'] -> 4 елемента"
100 грама съдържат:,"['83', '0.07', '3.01', '0'] -> 4 елемента"
100 грама съдържат:,"['192', '26.45', '0', '8.82'] -> 4 елемента"
100 грама съдържат:,"['134', '8.26', '21.56', '1.61'] -> 4 елемента"
100 грама съдържат:,"['44', '3.29', '8.41', '0.73'] -> 4 елемента"
100 грама съдържат:,"['249', '16', '17', '13'] -> 4 елемента"
100 грама съдържат:,"['277', '32.54', '4.35', '13.46'] -> 4 елемента"
100 грама съдържат:,"['157', '27.15', '0', '4.50'] -> 4 елемента"
100 грама съдържат:,"['18', '0.80', '3.90', '0.30'] -> 4 елемента"
100 грама съдържат:,"['28', '0.92', '6.70', '0.20'] -> 4 елемента"
100 грама съдържат:,"['187', '30.55', '0', '7.15'] -> 4 елемента"
100 грама съдържат:,"['717', '0.85', '0.06', '81.11'] -> 4 елемента"
100 грама съдържат:,"['131', '3.31', '20.70', '5.86'] -> 4 елемента"
100 грама съдържат:,"['344', '4.40', '53.60', '12.40'] -> 4 елемента"
100 грама съдържат:,"['134', '9.91', '21.12', '1.08'] -> 4 елемента"
100 грама съдържат:,"['454', '20.36', '0', '40.68'] -> 4 елемента"
100 грама съдържат:,"['85', '0.07', '2.79', '0'] -> 4 елемента"
100 грама съдържат:,"['20', '0.86', '4.64', '0.17'] -> 4 елемента"
100 грама съдържат:,"['354', '24', '1.40', '28'] -> 4 елемента"
100 грама съдържат:,"['354', '24', '1.40', '28'] -> 4 елемента"
100 грама съдържат:,"['268', '16', '1.50', '22'] -> 4 елемента"
100 грама съдържат:,"['388', '23', '2', '32'] -> 4 елемента"
100 грама съдържат:,"['124', '5', '3.50', '10'] -> 4 елемента"
100 грама съдържат:,"['393', '30', '3', '28'] -> 4 елемента"
100 грама съдържат:,"['381', '24.10', '0.35', '31.50'] -> 4 елемента"
100 грама съдържат:,"['193', '38', '1.20', '4'] -> 4 елемента"
100 грама съдържат:,"['313', '20', '1.70', '25'] -> 4 елемента"
100 грама съдържат:,"['379', '32', '4', '26'] -> 4 елемента"
100 грама съдържат:,"['115', '14', '1.50', '5.80'] -> 4 елемента"
100 грама съдържат:,"['379', '32', '4', '26'] -> 4 елемента"
100 грама съдържат:,"['290', '35', '1.20', '16'] -> 4 елемента"
100 грама съдържат:,"['364', '11', '1', '35'] -> 4 елемента"
100 грама съдържат:,"['118', '22', '0.50', '3'] -> 4 елемента"
100 грама съдържат:,"['234', '14', '1.50', '19'] -> 4 елемента"
100 грама съдържат:,"['118', '22', '0.50', '3'] -> 4 елемента"
100 грама съдържат:,"['253', '16', '2', '20'] -> 4 елемента"
100 грама съдържат:,"['153', '17', '0.70', '9'] -> 4 елемента"
100 грама съдържат:,"['403', '30', '3', '30'] -> 4 елемента"
100 грама съдържат:,"['195', '16', '1', '14'] -> 4 елемента"
100 грама съдържат:,"['253', '16', '2', '20'] -> 4 елемента"
100 грама съдържат:,"['130', '18', '0.70', '6'] -> 4 елемента"
100 грама съдържат:,"['97', '18', '1.50', '2'] -> 4 елемента"
100 грама съдържат:,"['195', '12', '2.80', '15'] -> 4 елемента"
100 грама съдържат:,"['225', '12', '1.20', '19'] -> 4 елемента"
100 грама съдържат:,"['238', '11', '1', '21'] -> 4 елемента"
100 грама съдържат:,"['231', '13', '1.60', '19'] -> 4 елемента"
100 грама съдържат:,"['230', '15', '1.60', '18'] -> 4 елемента"
100 грама съдържат:,"['216', '12', '1.30', '18'] -> 4 елемента"
100 грама съдържат:,"['225', '12', '1.20', '19'] -> 4 елемента"
100 грама съдържат:,"['238', '11', '1', '21'] -> 4 елемента"
100 грама съдържат:,"['97', '17', '0.50', '3'] -> 4 елемента"
100 грама съдържат:,"['207', '13', '2.50', '16'] -> 4 елемента"
100 грама съдържат:,"['97', '17', '0.50', '3'] -> 4 елемента"
100 грама съдържат:,"['97', '17', '0.50', '3'] -> 4 елемента"
100 грама съдържат:,"['364', '11', '1', '35'] -> 4 елемента"
100 грама съдържат:,"['107', '17', '2.80', '3'] -> 4 елемента"
100 грама съдържат:,"['92', '12', '3.80', '3'] -> 4 елемента"
100 грама съдържат:,"['266', '24', '1.74', '18'] -> 4 елемента"
100 грама съдържат:,"['209', '11', '0.55', '18'] -> 4 елемента"
100 грама съдържат:,"['101', '16', '2.50', '3'] -> 4 елемента"
100 грама съдържат:,"['90', '17', '1', '2'] -> 4 елемента"
100 грама съдържат:,"['81', '12', '1.50', '3'] -> 4 елемента"
100 грама съдържат:,"['110', '12', '1.80', '6'] -> 4 елемента"
100 грама съдържат:,"['446', '32', '2.80', '34'] -> 4 елемента"
100 грама съдържат:,"['172', '22', '0.78', '9.90'] -> 4 елемента"
100 грама съдържат:,"['244', '24', '1.90', '15.50'] -> 4 елемента"
100 грама съдържат:,"['382', '24', '1.50', '31'] -> 4 елемента"
100 грама съдържат:,"['280', '19', '1.30', '22'] -> 4 елемента"
100 грама съдържат:,"['256', '20', '1', '19'] -> 4 елемента"
100 грама съдържат:,"['233', '23', '1.96', '14.70'] -> 4 елемента"
100 грама съдържат:,"['438', '34', '2.60', '32'] -> 4 елемента"
100 грама съдържат:,"['182', '38', '1.18', '2.70'] -> 4 елемента"
100 грама съдържат:,"['354', '28', '1.70', '26'] -> 4 елемента"
100 грама съдържат:,"['300', '31', '0.90', '19'] -> 4 елемента"
100 грама съдържат:,"['441', '30', '1.30', '35'] -> 4 елемента"
100 грама съдържат:,"['350', '29', '1.80', '25'] -> 4 елемента"
100 грама съдържат:,"['116.60', '2.30', '15.60', '5'] -> 4 елемента"
100 грама съдържат:,"['193', '38', '1.20', '4'] -> 4 елемента"
100 грама съдържат:,"['397', '30', '1.50', '30'] -> 4 елемента"
100 грама съдържат:,"['114', '1.70', '15.50', '5'] -> 4 елемента"
100 грама съдържат:,"['111', '2.30', '14.30', '5'] -> 4 елемента"
100 грама съдържат:,"['114', '1.70', '15.50', '5'] -> 4 елемента"
100 грама съдържат:,"['114', '1.70', '15.50', '5'] -> 4 елемента"
100 грама съдържат:,"['48', '2', '10', '0'] -> 4 елемента"
100 грама съдържат:,"['111', '1.70', '15.50', '5'] -> 4 елемента"
100 грама съдържат:,"['99.80', '1.02', '23.03', '0.40'] -> 4 елемента"
100 грама съдържат:,"['38', '1.80', '6.70', '0.40'] -> 4 елемента"
100 грама съдържат:,"['339', '12', '69.11', '0.95'] -> 4 елемента"
100 грама съдържат:,"['351', '10.47', '74.03', '0.90'] -> 4 елемента"
100 грама съдържат:,"['35.50', '0.70', '4.50', '0.50'] -> 4 елемента"
100 грама съдържат:,"['30.90', '1', '4.70', '0.90'] -> 4 елемента"
100 грама съдържат:,"['114', '1.70', '15.50', '5'] -> 4 елемента"
